#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000001.1,865344,867953,+,clpB/vasG,2    ,#NULL!,0/0,100,99.73,vfdb,WP_000619136,(clpB/vasG) type VI secretion system AAA+ family ATPase [VAS T6SS (VF0335) - Effector delivery system (VFC0086)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000001.1,867956,869548,+,vasH,2    ,#NULL!,0/0,100,99.37,vfdb,WP_000084793,(vasH) type VI secretion system regulatory protein VasH [VAS T6SS (VF0335) - Effector delivery system (VFC0086)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000001.1,869545,870201,+,vasI,2    ,#NULL!,0/0,100,99.09,vfdb,WP_001223388,(vasI) type VI secretion system protein VasI [VAS T6SS (VF0335) - Effector delivery system (VFC0086)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000001.1,870211,871620,+,vasJ,2    ,#NULL!,0/0,100,99.15,vfdb,WP_000426093,(vasJ) type VI secretion system protein VasJ [VAS T6SS (VF0335) - Effector delivery system (VFC0086)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000001.1,871681,875181,+,icmF/vasK,2    ,#NULL!,0/0,100,98.54,vfdb,WP_000225015,(icmF/vasK) type VI secretion system inner membrane protein VasK [VAS T6SS (VF0335) - Effector delivery system (VFC0086)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000001.1,875232,876494,+,vasL,2    ,#NULL!,0/0,100,98.97,vfdb,WP_000073077,(vasL) type VI secretion system protein VasL [VAS T6SS (VF0335) - Effector delivery system (VFC0086)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000001.1,876545,876772,+,VCA0122,2    ,#NULL!,2/15,93.83,93.42,vfdb,AAF96036,(VCA0122) type VI secretion system regulatory protein [VAS T6SS (VF0335) - Effector delivery system (VFC0086)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000001.1,978737,980962,+,hlyA,2    ,#NULL!,0/0,100,98.07,vfdb,WP_001125271,(hlyA) Vibrio cholerae cytolysin VCC [VCC (VF0516) - Exotoxin (VFC0235)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,51310,52899,+,VC0395_RS15460,2    ,#NULL!,0/0,100,97.23,vfdb,WP_000281100,(VC0395_RS15460) ExeA family protein [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,52899,53669,+,VC0395_RS15455,2    ,#NULL!,0/0,100,98.31,vfdb,WP_000049003,(VC0395_RS15455) general secretion pathway protein GspB [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,74994,75869,-,pilD/vcpD,2    ,#NULL!,0/0,100,97.94,vfdb,WP_000418747,(pilD/vcpD) A24 family peptidase [ChiRP (VF0609) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,75927,77153,-,pilC,2    ,#NULL!,0/0,100,96.58,vfdb,WP_000648511,(pilC) type II secretion system F family protein [ChiRP (VF0609) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,77196,78884,-,pilB,2    ,#NULL!,0/0,100,96.21,vfdb,WP_000957200,(pilB) type IV-A pilus assembly ATPase PilB [ChiRP (VF0609) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,319964,321097,-,flgT,2    ,#NULL!,0/0,100,99.03,vfdb,WP_000739493,(flgT) Vibrio-specific flagellar H-ring component FlgT [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,321258,321893,+,flgO,2    ,#NULL!,0/0,100,98.58,vfdb,WP_000759070,(flgO) Vibrio-specific flagellar H-ring component FlgO [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,321901,322338,+,flgP,2    ,#NULL!,0/0,100,98.86,vfdb,WP_001881911,(flgP) Vibrio-specific flagellar H-ring component FlgP [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,322448,322873,-,flgN,2    ,#NULL!,0/0,100,99.53,vfdb,WP_000729367,(flgN) flagellar biosynthesis chaperone FlgN [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,322977,323300,-,flgM,2    ,#NULL!,0/0,100,99.07,vfdb,WP_000907265,(flgM) negative regulator of flagellin synthesis FlgM putative [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,323431,324198,-,flgA,2    ,#NULL!,0/0,100,99.48,vfdb,WP_001881906,(flgA) flagellar basal body P-ring biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,324255,325181,+,cheV,2    ,#NULL!,0/0,100,99.57,vfdb,WP_000145786,(cheV) chemotaxis protein CheV [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,325192,326019,+,cheR,2    ,#NULL!,0/0,100,99.76,vfdb,WP_000125387,(cheR) chemotaxis protein methyltransferase CheR [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,326238,326633,+,flgB,2    ,#NULL!,0/0,100,99.75,vfdb,WP_001007981,(flgB) flagellar basal body rod protein FlgB [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,326638,327054,+,flgC,2    ,#NULL!,0/0,100,98.8,vfdb,WP_000051920,(flgC) flagellar basal body rod protein FlgC [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,327072,327779,+,flgD,2    ,#NULL!,0/0,100,99.86,vfdb,WP_000929365,(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,327808,329112,+,flgE,2    ,#NULL!,0/0,100,98.85,vfdb,WP_000122825,(flgE) flagellar hook protein FlgE [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,329295,330044,+,flgF,2    ,#NULL!,0/0,100,99.33,vfdb,WP_000373284,(flgF) flagellar basal-body rod protein FlgF [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,330064,330852,+,flgG,2    ,#NULL!,0/0,100,99.49,vfdb,WP_001182097,(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,330876,331652,+,flgH,2    ,#NULL!,0/0,100,98.46,vfdb,WP_001911822,(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,331743,332828,+,flgI,2    ,#NULL!,0/0,100,98.89,vfdb,WP_001225051,(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,332839,333777,+,flgJ,2    ,#NULL!,0/0,100,98.94,vfdb,WP_000609516,(flgJ) peptidoglycan hydrolase [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,333956,335830,+,flgK,2    ,#NULL!,0/0,100,98.56,vfdb,WP_000135483,(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,335843,337036,+,flgL,2    ,#NULL!,0/0,100,99.58,vfdb,WP_000934642,(flgL) flagellar hook-associated protein 3 FlgL [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,337444,338583,+,flaA,2    ,#NULL!,0/0,100,99.03,vfdb,WP_000154827,(flaA) flagellin [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,339138,340271,+,flaC,2    ,#NULL!,0/0,100,99.47,vfdb,WP_000290380,(flaC) flagellin [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,373008,374144,+,flaE,2    ,#NULL!,0/0,100,98.59,vfdb,WP_001251948,(flaE) secreted flagellin involved in biofilm formation [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,374433,375566,+,flaD,2    ,#NULL!,0/0,100,99.21,vfdb,WP_000290371,(flaD) flagellin [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,375801,376931,+,flaB,2    ,#NULL!,0/0,100,96.82,vfdb,WP_000996996,(flaB) flagellin [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,377005,377466,+,flaG,2    ,#NULL!,0/0,100,99.57,vfdb,WP_000405330,(flaG) flagellar protein FlaG [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,377488,379488,+,fliD,2    ,#NULL!,0/0,100,99.1,vfdb,WP_000052031,(fliD) flagellar hook-associated protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,379490,379795,+,flaI,2    ,#NULL!,0/0,100,100,vfdb,WP_000387035,(flaI) flagellar rod protein FlaI putative [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,379806,380216,+,fliS,2    ,#NULL!,0/0,100,99.76,vfdb,WP_001214990,(fliS) flagellar protein FliS [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,380448,381914,+,flrA,2    ,#NULL!,0/0,100,98.98,vfdb,WP_001190986,(flrA) sigma-54 dependent transcriptional activator [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,382026,383081,+,fleS/flrB,2    ,#NULL!,0/0,100,99.91,vfdb,WP_001881834,(fleS/flrB) sensory box sensor histidine kinase [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,383084,384517,+,fleR/flrC,2    ,#NULL!,0/0,100,99.86,vfdb,WP_000079330,(fleR/flrC) sigma-54 dependent response regulator [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,384593,384904,+,fliE,2    ,#NULL!,0/0,100,99.04,vfdb,WP_001234824,(fliE) flagellar hook-basal body protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,384920,386662,+,fliF,2    ,#NULL!,0/0,100,99.2,vfdb,WP_000752739,(fliF) flagellar M-ring protein FliF [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,386655,387701,+,fliG,2    ,#NULL!,0/0,100,99.43,vfdb,WP_001030089,(fliG) flagellar motor protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,387794,388594,+,fliH,2    ,#NULL!,0/0,100,98.25,vfdb,WP_000012402,(fliH) flagellar assembly protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,388598,389917,+,fliI,2    ,#NULL!,0/0,100,98.33,vfdb,WP_000880258,(fliI) flagellum-specific ATP synthase [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,389932,390375,+,fliJ,2    ,#NULL!,0/0,100,97.3,vfdb,WP_000367979,(fliJ) flagellar protein FliJ [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,390554,392563,+,fliK,2    ,#NULL!,0/0,100,97.81,vfdb,WP_001102188,(fliK) flagellar hook-length control protein FliK putative [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,392598,393101,+,fliL,2    ,#NULL!,0/0,100,99.8,vfdb,WP_000796799,(fliL) flagellar basal body-associated protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,393109,394158,+,fliM,2    ,#NULL!,0/0,100,99.43,vfdb,WP_000130773,(fliM) flagellar motor switch protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,394229,394639,+,fliN,2    ,#NULL!,0/0,100,99.51,vfdb,WP_001129786,(fliN) flagellar motor switch protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,394643,395032,+,fliO,2    ,#NULL!,0/0,100,98.97,vfdb,WP_001228179,(fliO) flagellar protein FliO [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,395010,395909,+,fliP,2    ,#NULL!,0/0,100,98.56,vfdb,WP_000831828,(fliP) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,395922,396191,+,fliQ,2    ,#NULL!,0/0,100,99.63,vfdb,WP_000187051,(fliQ) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,396200,396982,+,fliR,2    ,#NULL!,0/0,100,98.08,vfdb,WP_000456297,(fliR) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,396992,398122,+,flhB,2    ,#NULL!,0/0,100,99.38,vfdb,WP_000840982,(flhB) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,446953,449046,+,flhA,2    ,#NULL!,0/0,100,99.19,vfdb,WP_001881783,(flhA) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,449081,450568,+,flhF,2    ,#NULL!,0/0,100,99.19,vfdb,WP_001881782,(flhF) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,450582,451469,+,fleN/flhG,2    ,#NULL!,0/0,100,99.32,vfdb,WP_000182546,(fleN/flhG) MinD-like ATPase [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,451462,452196,+,fliA,2    ,#NULL!,0/0,100,99.59,vfdb,WP_001030417,(fliA) flagellar biosynthesis sigma factor FliA [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,452242,452610,+,cheY,2    ,#NULL!,0/0,100,99.73,vfdb,WP_000697869,(cheY) chemotaxis protein CheY [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,452666,453385,+,cheZ,2    ,#NULL!,0/0,100,99.72,vfdb,WP_000624259,(cheZ) chemotaxis protein CheZ [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,453395,455776,+,cheA,2    ,#NULL!,1/24,100,98.49,vfdb,WP_000119661,(cheA) chemotaxis protein CheA [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,455803,456936,+,cheB,2    ,#NULL!,0/0,100,99.21,vfdb,WP_000985860,(cheB) chemotaxis-specific methylesterase [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,458770,459264,+,cheW,2    ,#NULL!,0/0,100,99.19,vfdb,WP_000075896,(cheW) purine-binding chemotaxis protein CheW [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,631514,633589,-,VC_RS09110,2    ,#NULL!,0/0,100,99.28,vfdb,WP_001881639,(VC_RS09110) hemolysin [Bap1 (VF0618) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000002.1,711550,713895,-,nanH,2    ,#NULL!,0/0,100,97.48,vfdb,WP_001211290,(nanH) sialidase [NanH/VCNA (VF0621) - Exoenzyme (VFC0251)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000003.1,4947,5447,+,vpsU,2    ,#NULL!,0/0,100,99,vfdb,WP_001880745,(vpsU) exopolysaccharide regulatory protein-tyrosine phosphatase VpsU [VPS (VF0615) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000003.1,8136,8690,+,vpsC,2    ,#NULL!,0/0,100,99.28,vfdb,WP_000098186,(vpsC) exopolysaccharide biosynthesis acetyltransferase VpsC [VPS (VF0615) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000003.1,8687,9835,+,vpsD,2    ,#NULL!,0/0,100,99.56,vfdb,WP_000034987,(vpsD) exopolysaccharide biosynthesis glycosyltransferase VpsD [VPS (VF0615) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000003.1,9832,11241,+,vpsE,2    ,#NULL!,0/0,100,99.86,vfdb,WP_000562056,(vpsE) exopolysaccharide biosynthesis flippase VpsE [VPS (VF0615) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032027525.1_ASM3202752v1_genomic.fna,JAVSIZ010000003.1,11238,12458,+,vpsF,2    ,#NULL!,0/0,100,99.92,vfdb,WP_000004104,(vpsF) exopolysaccharide biosynthesis protein VpsF [VPS (VF0615) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961],
